Κωδικός_Φορέα,Ονομασία_Φορέα,Κωδικός_Υπηρεσίας,Ονομασία_Υπηρεσίας,Κωδικός_Δαπάνης,Ονομασία_Δαπάνης,2025
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ιωαννίνων,23,Μεταβιβάσεις,11500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ιωαννίνων,24,Αγορές αγαθών και υπηρεσιών,16500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καβάλας,21,Παροχές σε εργαζομένους,27500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καβάλας,23,Μεταβιβάσεις,11500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καβάλας,24,Αγορές αγαθών και υπηρεσιών,15000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καρδίτσας,21,Παροχές σε εργαζομένους,38000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καρδίτσας,23,Μεταβιβάσεις,7000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καρδίτσας,24,Αγορές αγαθών και υπηρεσιών,7000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καστοριάς,21,Παροχές σε εργαζομένους,17000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καστοριάς,23,Μεταβιβάσεις,4500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Καστοριάς,24,Αγορές αγαθών και υπηρεσιών,8000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κέρκυρας,21,Παροχές σε εργαζομένους,12000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κέρκυρας,23,Μεταβιβάσεις,9000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κέρκυρας,24,Αγορές αγαθών και υπηρεσιών,8000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κεφαλληνίας,21,Παροχές σε εργαζομένους,7000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κεφαλληνίας,23,Μεταβιβάσεις,2000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κεφαλληνίας,24,Αγορές αγαθών και υπηρεσιών,6000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κιλκίς,21,Παροχές σε εργαζομένους,22000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κιλκίς,23,Μεταβιβάσεις,6500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9912900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κιλκίς,24,Αγορές αγαθών και υπηρεσιών,12500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913000,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κοζάνης,21,Παροχές σε εργαζομένους,81500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913000,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κοζάνης,23,Μεταβιβάσεις,7000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913000,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κοζάνης,24,Αγορές αγαθών και υπηρεσιών,20000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913100,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κορινθίας,21,Παροχές σε εργαζομένους,13500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913100,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κορινθίας,23,Μεταβιβάσεις,11000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913100,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κορινθίας,24,Αγορές αγαθών και υπηρεσιών,7500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913200,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κυκλάδων,21,Παροχές σε εργαζομένους,55000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913200,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κυκλάδων,23,Μεταβιβάσεις,7000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913200,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Κυκλάδων,24,Αγορές αγαθών και υπηρεσιών,29000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λακωνίας,21,Παροχές σε εργαζομένους,29500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λακωνίας,23,Μεταβιβάσεις,5000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λακωνίας,24,Αγορές αγαθών και υπηρεσιών,16000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λάρισας,21,Παροχές σε εργαζομένους,38500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λάρισας,23,Μεταβιβάσεις,16000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λάρισας,24,Αγορές αγαθών και υπηρεσιών,25500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λασιθίου,21,Παροχές σε εργαζομένους,23500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λασιθίου,23,Μεταβιβάσεις,5000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λασιθίου,24,Αγορές αγαθών και υπηρεσιών,9500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λέσβου,21,Παροχές σε εργαζομένους,24000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λέσβου,23,Μεταβιβάσεις,7500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λέσβου,24,Αγορές αγαθών και υπηρεσιών,31500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λευκάδας,21,Παροχές σε εργαζομένους,8000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λευκάδας,23,Μεταβιβάσεις,3500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Λευκάδας,24,Αγορές αγαθών και υπηρεσιών,5500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Μαγνησίας,21,Παροχές σε εργαζομένους,48500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Μαγνησίας,23,Μεταβιβάσεις,16000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Μαγνησίας,24,Αγορές αγαθών και υπηρεσιών,11500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Μεσσηνίας,21,Παροχές σε εργαζομένους,26500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Μεσσηνίας,23,Μεταβιβάσεις,12000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9913900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Μεσσηνίας,24,Αγορές αγαθών και υπηρεσιών,12500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914000,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ξάνθης,21,Παροχές σε εργαζομένους,85500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914000,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ξάνθης,23,Μεταβιβάσεις,11000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914000,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ξάνθης,24,Αγορές αγαθών και υπηρεσιών,14000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914100,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πέλλας,21,Παροχές σε εργαζομένους,70500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914100,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πέλλας,23,Μεταβιβάσεις,8000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914100,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πέλλας,24,Αγορές αγαθών και υπηρεσιών,16500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914200,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πιερίας,21,Παροχές σε εργαζομένους,10000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914200,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πιερίας,23,Μεταβιβάσεις,11500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914200,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πιερίας,24,Αγορές αγαθών και υπηρεσιών,5000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πρέβεζας,21,Παροχές σε εργαζομένους,13500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πρέβεζας,23,Μεταβιβάσεις,5000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914300,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Πρέβεζας,24,Αγορές αγαθών και υπηρεσιών,8500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ρεθύμνου,21,Παροχές σε εργαζομένους,45500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ρεθύμνου,23,Μεταβιβάσεις,6000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914400,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ρεθύμνου,24,Αγορές αγαθών και υπηρεσιών,10500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ροδόπης,21,Παροχές σε εργαζομένους,148500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ροδόπης,23,Μεταβιβάσεις,3500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914500,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Ροδόπης,24,Αγορές αγαθών και υπηρεσιών,8500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Σάμου,21,Παροχές σε εργαζομένους,33500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Σάμου,23,Μεταβιβάσεις,4000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914600,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Σάμου,24,Αγορές αγαθών και υπηρεσιών,8500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Σερρών,21,Παροχές σε εργαζομένους,13000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Σερρών,23,Μεταβιβάσεις,9000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914700,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Σερρών,24,Αγορές αγαθών και υπηρεσιών,17000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Τρικάλων,21,Παροχές σε εργαζομένους,62500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Τρικάλων,23,Μεταβιβάσεις,9500
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914800,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Τρικάλων,24,Αγορές αγαθών και υπηρεσιών,8000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Φθιώτιδας,21,Παροχές σε εργαζομένους,32000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Φθιώτιδας,23,Μεταβιβάσεις,9000
1020,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΘΡΗΣΚΕΥΜΑΤΩΝ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ",1020-206-9914900,Διεύθυνση Πρωτοβάθμιας Εκπαίδευσης στον νομό Φθιώτιδας,24,Αγορές αγαθών και υπηρεσιών,13000
